Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Customer Segment
JF-15490,121,11,1082.918,2,5,2,252,At Risk,Potential Loyalist
JF-15565,54,8,4198.332,3,4,4,344,Regular Customer,Loyal Customer
JG-15115,758,3,2358.676,1,1,3,113,At Risk,Potential Loyalist
JG-15160,1,11,6366.392,5,5,5,555,High Value Customer,High Value Customer
JG-15310,2,6,2240.58,5,3,3,533,Potential Loyalist,Loyal Customer
JG-15805,223,6,1507.018,2,3,2,232,At Risk,Potential Loyalist
JH-15430,5,4,309.281,5,1,1,511,Potential Loyalist,New Customer
JH-15820,174,6,528.91,2,3,1,231,At Risk,Potential Loyalist
JH-15910,41,7,959.477,4,4,1,441,Potential Loyalist,Potential Loyalist
JH-15985,29,6,7954.9980000000005,4,3,5,435,Potential Loyalist,Loyal Customer
JH-16180,404,4,2256.3940000000002,1,1,3,113,At Risk,Potential Loyalist
JJ-15445,483,5,709.178,1,2,1,121,At Risk,Lost Customer
JJ-15760,753,2,195.0,1,1,1,111,At Risk,Lost Customer
JK-15205,61,5,4427.142,3,2,5,325,Regular Customer,Potential Loyalist
JK-15325,287,3,383.812,1,1,1,111,At Risk,Lost Customer
JK-15370,44,8,2709.632,4,4,3,443,Potential Loyalist,Loyal Customer
JK-15625,61,7,3760.028,3,4,4,344,Regular Customer,Loyal Customer
JK-15640,180,9,4760.434,2,5,5,255,At Risk,At Risk Customer
JK-15730,84,10,4867.2,3,5,5,355,Regular Customer,Loyal Customer
JK-16090,28,3,3747.668,4,1,4,414,Potential Loyalist,Potential Loyalist
JK-16120,117,10,2932.484,2,5,4,254,At Risk,At Risk Customer
JL-15130,8,6,1214.956,5,3,2,532,Potential Loyalist,Potential Loyalist
JL-15175,6,5,1571.523,5,2,2,522,Potential Loyalist,New Customer
JL-15235,119,5,2203.7,2,2,3,223,At Risk,Potential Loyalist
JL-15505,49,6,3173.874,4,3,4,434,Potential Loyalist,Loyal Customer
JL-15835,21,11,9799.923,5,5,5,555,High Value Customer,High Value Customer
JL-15850,614,6,2725.256,1,3,3,133,At Risk,At Risk Customer
JM-15250,37,6,3159.1220000000003,4,3,4,434,Potential Loyalist,Loyal Customer
JM-15265,37,5,1804.146,4,2,3,423,Potential Loyalist,Potential Loyalist
JM-15535,102,7,1733.443,3,4,2,342,Regular Customer,Potential Loyalist
JM-15580,0,5,303.948,5,2,1,521,Potential Loyalist,New Customer
JM-15655,8,5,864.947,5,2,1,521,Potential Loyalist,New Customer
JM-15865,109,7,7625.076000000001,2,4,5,245,At Risk,At Risk Customer
JM-16195,57,10,2833.9260000000004,3,5,4,354,Regular Customer,Loyal Customer
JO-15145,57,9,3254.949,3,5,4,354,Regular Customer,Loyal Customer
JO-15280,92,6,1934.272,3,3,3,333,Regular Customer,Loyal Customer
JO-15550,215,5,1090.838,2,2,2,222,At Risk,Lost Customer
JP-15460,37,7,1669.135,4,4,2,442,Potential Loyalist,Potential Loyalist
JP-15520,8,7,3635.594,5,4,4,544,Potential Loyalist,High Value Customer
JP-16135,102,9,1707.71,3,5,2,352,Regular Customer,Potential Loyalist
JR-15670,593,2,1156.658,1,1,2,112,At Risk,Lost Customer
JR-15700,68,1,863.88,3,1,1,311,Regular Customer,Potential Loyalist
JR-16210,33,5,2201.686,4,2,3,423,Potential Loyalist,Potential Loyalist
JS-15595,119,4,1417.654,2,1,2,212,At Risk,Lost Customer
JS-15685,42,4,1131.0639999999999,4,1,2,412,Potential Loyalist,New Customer
JS-15880,534,5,3868.02,1,2,4,124,At Risk,Potential Loyalist
JS-15940,463,5,469.169,1,2,1,121,At Risk,Lost Customer
JS-16030,28,6,2516.494,4,3,3,433,Potential Loyalist,Loyal Customer
JW-15220,42,6,7721.714,4,3,5,435,Potential Loyalist,Loyal Customer
JW-15955,5,7,1244.086,5,4,2,542,Potential Loyalist,Potential Loyalist
JW-16075,461,4,1428.731,1,1,2,112,At Risk,Lost Customer
KA-16525,36,7,1519.506,4,4,2,442,Potential Loyalist,Potential Loyalist
KB-16240,4,7,3152.6150000000002,5,4,4,544,Potential Loyalist,High Value Customer
KB-16315,296,9,1569.464,1,5,2,152,At Risk,Potential Loyalist
KB-16405,117,3,908.821,2,1,1,211,At Risk,Lost Customer
KB-16585,230,12,2744.742,1,5,3,153,At Risk,At Risk Customer
KB-16600,1,7,983.922,5,4,2,542,Potential Loyalist,Potential Loyalist
KC-16255,407,6,2120.954,1,3,3,133,At Risk,At Risk Customer
KC-16540,97,4,3908.262,3,1,4,314,Regular Customer,Potential Loyalist
KC-16675,57,4,1146.05,3,1,2,312,Regular Customer,Potential Loyalist
KD-16270,484,5,8282.358,1,2,5,125,At Risk,Potential Loyalist
KD-16345,41,6,1888.964,4,3,3,433,Potential Loyalist,Loyal Customer
KD-16495,112,12,8181.256,2,5,5,255,At Risk,At Risk Customer
KD-16615,289,5,2243.5099999999998,1,2,3,123,At Risk,Potential Loyalist
KE-16420,26,8,1686.7312,5,4,2,542,Potential Loyalist,Potential Loyalist
KF-16285,97,7,10604.266,3,4,5,345,Regular Customer,Loyal Customer
KH-16330,40,8,3312.864,4,4,4,444,Potential Loyalist,High Value Customer
KH-16360,1,6,3100.612,5,3,4,534,Potential Loyalist,Loyal Customer
KH-16510,22,7,5952.859,5,4,5,545,Potential Loyalist,High Value Customer
KH-16630,58,9,3918.9660000000003,3,5,4,354,Regular Customer,Loyal Customer
KH-16690,2,7,5990.799,5,4,5,545,Potential Loyalist,High Value Customer
KL-16555,16,8,5016.488,5,4,5,545,Potential Loyalist,High Value Customer
KL-16645,47,12,14175.229000000001,4,5,5,455,Potential Loyalist,High Value Customer
KM-16225,14,6,2260.958,5,3,3,533,Potential Loyalist,Loyal Customer
KM-16375,56,8,5620.186,3,4,5,345,Regular Customer,Loyal Customer
KM-16660,15,5,453.538,5,2,1,521,Potential Loyalist,New Customer
KM-16720,28,8,4909.472,4,4,5,445,Potential Loyalist,High Value Customer
KN-16390,19,9,2617.272,5,5,3,553,Potential Loyalist,Loyal Customer
KN-16450,52,5,2171.962,4,2,3,423,Potential Loyalist,Potential Loyalist
KN-16705,98,8,2280.58,3,4,3,343,Regular Customer,Loyal Customer
KS-16300,295,3,88.472,1,1,1,111,At Risk,Lost Customer
KT-16465,391,7,3057.1,1,4,4,144,At Risk,At Risk Customer
KT-16480,100,10,4642.088400000001,3,5,5,355,Regular Customer,Loyal Customer
KW-16435,96,5,4416.5199999999995,3,2,5,325,Regular Customer,Potential Loyalist
KW-16570,771,4,449.096,1,1,1,111,At Risk,Lost Customer
LA-16780,154,11,8673.222,2,5,5,255,At Risk,At Risk Customer
LB-16735,48,3,50.188,4,1,1,411,Potential Loyalist,New Customer
LB-16795,152,8,4985.676,2,4,5,245,At Risk,At Risk Customer
LC-16870,27,8,2580.7039999999997,4,4,3,443,Potential Loyalist,Loyal Customer
LC-16885,16,12,7663.126,5,5,5,555,High Value Customer,High Value Customer
LC-16930,41,8,4492.946,4,4,5,445,Potential Loyalist,High Value Customer
LC-16960,436,4,3246.626,1,1,4,114,At Risk,Potential Loyalist
LC-17050,54,5,2095.064,3,2,3,323,Regular Customer,Potential Loyalist
LC-17140,13,9,2633.582,5,5,3,553,Potential Loyalist,Loyal Customer
LD-16855,552,1,5.304,1,1,1,111,At Risk,Lost Customer
LD-17005,414,4,1961.934,1,1,3,113,At Risk,Potential Loyalist
LE-16810,21,6,1469.45,5,3,2,532,Potential Loyalist,Potential Loyalist
LF-17185,22,7,3930.5089999999996,5,4,4,544,Potential Loyalist,High Value Customer
LH-16750,151,3,287.426,2,1,1,211,At Risk,Lost Customer
LH-16900,21,9,2295.332,5,5,3,553,Potential Loyalist,Loyal Customer
LH-17020,239,4,318.239,1,1,1,111,At Risk,Lost Customer
LH-17155,385,9,1739.689,1,5,3,153,At Risk,At Risk Customer
LL-16840,249,6,2741.2039999999997,1,3,3,133,At Risk,At Risk Customer
LM-17065,391,5,1346.774,1,2,2,122,At Risk,Lost Customer
LO-17170,2,5,644.35,5,2,1,521,Potential Loyalist,New Customer
LP-17080,40,4,756.606,4,1,1,411,Potential Loyalist,New Customer
LP-17095,9,7,3653.399,5,4,4,544,Potential Loyalist,High Value Customer
LR-16915,26,6,5142.892,5,3,5,535,Potential Loyalist,Loyal Customer
LR-17035,132,5,1879.306,2,2,3,223,At Risk,Potential Loyalist
LS-16945,178,6,2845.27,2,3,4,234,At Risk,At Risk Customer
LS-16975,20,9,2988.674,5,5,4,554,Potential Loyalist,High Value Customer
LS-17200,96,6,1010.2560000000001,3,3,2,332,Regular Customer,Potential Loyalist
LS-17230,777,3,368.88000000000005,1,1,1,111,At Risk,Lost Customer
LS-17245,34,6,1008.1360000000001,4,3,2,432,Potential Loyalist,Potential Loyalist
LT-16765,26,3,329.876,5,1,1,511,Potential Loyalist,New Customer
LT-17110,34,8,2936.252,4,4,4,444,Potential Loyalist,High Value Customer
LW-16825,88,5,2238.061,3,2,3,323,Regular Customer,Potential Loyalist
LW-16990,33,6,3230.308,4,3,4,434,Potential Loyalist,Loyal Customer
LW-17125,205,3,1259.04,2,1,2,212,At Risk,Lost Customer
LW-17215,21,7,5420.514,5,4,5,545,Potential Loyalist,High Value Customer
MA-17560,64,11,4299.161,3,5,5,355,Regular Customer,Loyal Customer
MA-17995,186,6,2453.284,2,3,3,233,At Risk,At Risk Customer
MB-17305,48,10,1548.702,4,5,2,452,Potential Loyalist,Potential Loyalist
MB-18085,44,7,1428.231,4,4,2,442,Potential Loyalist,Potential Loyalist
MC-17275,76,8,2725.982,3,4,3,343,Regular Customer,Loyal Customer
MC-17425,399,5,4432.138,1,2,5,125,At Risk,Potential Loyalist
MC-17575,27,8,1303.893,4,4,2,442,Potential Loyalist,Potential Loyalist
MC-17590,51,6,2426.067,4,3,3,433,Potential Loyalist,Loyal Customer
MC-17605,112,8,2258.192,2,4,3,243,At Risk,At Risk Customer
MC-17635,189,4,795.154,2,1,1,211,At Risk,Lost Customer
MC-17845,1,7,3805.714,5,4,4,544,Potential Loyalist,High Value Customer
MC-18100,41,10,2218.98,4,5,3,453,Potential Loyalist,Loyal Customer
MC-18130,369,5,1581.9979999999998,1,2,2,122,At Risk,Lost Customer
MD-17350,117,7,3766.382,2,4,4,244,At Risk,At Risk Customer
MD-17860,36,5,1204.91,4,2,2,422,Potential Loyalist,New Customer
ME-17320,42,10,10663.728000000001,4,5,5,455,Potential Loyalist,High Value Customer
ME-17725,28,8,1908.4532,4,4,3,443,Potential Loyalist,Loyal Customer
ME-18010,92,4,1256.944,3,2,2,322,Regular Customer,Potential Loyalist
MF-17665,421,5,937.039,1,2,1,121,At Risk,Lost Customer
MF-18250,7,5,1758.3,5,2,3,523,Potential Loyalist,Potential Loyalist
MG-17650,29,7,3785.276,4,4,4,444,Potential Loyalist,High Value Customer
MG-17680,92,4,2350.188,3,2,3,323,Regular Customer,Potential Loyalist
MG-17695,555,3,1342.282,1,1,2,112,At Risk,Lost Customer
MG-17875,116,5,1242.8329999999999,2,2,2,222,At Risk,Lost Customer
MG-17890,99,9,776.384,3,5,1,351,Regular Customer,Potential Loyalist
MG-18145,84,4,3061.543,3,2,4,324,Regular Customer,Potential Loyalist
MG-18205,264,1,16.739,1,1,1,111,At Risk,Lost Customer
MH-17290,119,6,2394.025,2,3,3,233,At Risk,At Risk Customer
MH-17440,376,4,400.016,1,2,1,121,At Risk,Lost Customer
MH-17455,85,8,2456.1820000000002,3,4,3,343,Regular Customer,Loyal Customer
MH-17620,155,4,1252.8,2,2,2,222,At Risk,Lost Customer
MH-17785,98,7,2203.7780000000002,3,4,3,343,Regular Customer,Loyal Customer
MH-18025,49,5,2984.948,4,2,4,424,Potential Loyalist,Potential Loyalist
MH-18115,5,9,5503.093,5,5,5,555,High Value Customer,High Value Customer
MJ-17740,22,7,6320.746,5,4,5,545,Potential Loyalist,High Value Customer
MK-17905,28,8,2302.368,4,4,3,443,Potential Loyalist,Loyal Customer
MK-18160,240,4,1031.602,1,2,2,122,At Risk,Lost Customer
ML-17395,69,9,2722.843,3,5,3,353,Regular Customer,Loyal Customer
ML-17410,54,6,2921.5,3,3,4,334,Regular Customer,Loyal Customer
ML-17755,29,7,2071.9139999999998,4,4,3,443,Potential Loyalist,Loyal Customer
ML-18040,79,3,742.082,3,1,1,311,Regular Customer,Potential Loyalist
ML-18265,100,2,162.232,3,1,1,311,Regular Customer,Potential Loyalist
MM-17260,168,4,1314.023,2,2,2,222,At Risk,Lost Customer
MM-17920,7,11,3794.0800000000004,5,5,4,554,Potential Loyalist,High Value Customer
MM-18055,61,8,2749.881,3,4,3,343,Regular Customer,Loyal Customer
MM-18280,85,9,775.414,3,5,1,351,Regular Customer,Potential Loyalist
MN-17935,34,6,2477.946,4,3,3,433,Potential Loyalist,Loyal Customer
MO-17500,72,4,922.487,3,2,1,321,Regular Customer,Potential Loyalist
MO-17800,104,8,1687.0269999999998,2,4,2,242,At Risk,Potential Loyalist
MO-17950,180,2,154.288,2,1,1,211,At Risk,Lost Customer
MP-17470,719,7,3206.132,1,4,4,144,At Risk,At Risk Customer
MP-17965,72,9,3983.6420000000003,3,5,4,354,Regular Customer,Loyal Customer
MP-18175,16,9,5087.92,5,5,5,555,High Value Customer,High Value Customer
MR-17545,125,4,639.178,2,2,1,221,At Risk,Lost Customer
MS-17365,273,10,7443.6900000000005,1,5,5,155,At Risk,At Risk Customer
MS-17530,434,4,475.65599999999995,1,2,1,121,At Risk,Lost Customer
MS-17710,413,6,1613.402,1,3,2,132,At Risk,Potential Loyalist
MS-17770,121,9,3144.678,2,5,4,254,At Risk,At Risk Customer
MS-17830,452,4,370.348,1,2,1,121,At Risk,Lost Customer
MS-17980,26,6,855.116,5,3,1,531,Potential Loyalist,Potential Loyalist
MT-17815,49,6,2890.139,4,3,4,434,Potential Loyalist,Loyal Customer
MT-18070,203,4,1319.4498,2,2,2,222,At Risk,Lost Customer
MV-17485,27,9,1560.05,4,5,2,452,Potential Loyalist,Potential Loyalist
MV-18190,19,7,1734.574,5,4,2,542,Potential Loyalist,Potential Loyalist
MW-18220,17,7,5341.900000000001,5,4,5,545,Potential Loyalist,High Value Customer
MW-18235,44,2,5253.876,4,1,5,415,Potential Loyalist,Potential Loyalist
MY-17380,29,7,2254.285,4,4,3,443,Potential Loyalist,Loyal Customer
MY-18295,71,11,4152.696,3,5,4,354,Regular Customer,Loyal Customer
MZ-17335,30,4,593.606,4,2,1,421,Potential Loyalist,New Customer
MZ-17515,282,6,2564.906,1,3,3,133,At Risk,At Risk Customer
NB-18580,1165,2,273.87199999999996,1,1,1,111,At Risk,Lost Customer
NB-18655,19,9,1972.599,5,5,3,553,Potential Loyalist,Loyal Customer
NC-18340,224,5,2461.404,2,2,3,223,At Risk,Potential Loyalist
NC-18415,41,6,2218.9900000000002,4,3,3,433,Potential Loyalist,Loyal Customer
NC-18535,6,7,8241.739,5,4,5,545,Potential Loyalist,High Value Customer
NC-18625,204,5,1821.742,2,2,3,223,At Risk,Potential Loyalist
ND-18370,27,9,4326.139,4,5,5,455,Potential Loyalist,High Value Customer
ND-18460,183,6,2893.455,2,3,4,234,At Risk,At Risk Customer
NF-18385,79,7,8322.826,3,4,5,345,Regular Customer,Loyal Customer
NF-18475,525,4,377.16200000000003,1,2,1,121,At Risk,Lost Customer
NF-18595,114,7,2031.472,2,4,3,243,At Risk,At Risk Customer
NG-18355,48,5,1869.58,4,2,3,423,Potential Loyalist,Potential Loyalist
NG-18430,48,5,1395.9379999999999,4,2,2,422,Potential Loyalist,New Customer
NH-18610,189,7,2673.29,2,4,3,243,At Risk,At Risk Customer
NK-18490,70,7,572.048,3,4,1,341,Regular Customer,Potential Loyalist
NL-18310,58,4,1418.0900000000001,3,2,2,322,Regular Customer,Potential Loyalist
NM-18445,160,7,6459.344,2,4,5,245,At Risk,At Risk Customer
NM-18520,244,10,2161.979,1,5,3,153,At Risk,At Risk Customer
NP-18325,25,6,5529.62,5,3,5,535,Potential Loyalist,Loyal Customer
NP-18670,58,5,3908.402,3,2,4,324,Regular Customer,Potential Loyalist
NP-18685,406,6,1228.698,1,3,2,132,At Risk,Potential Loyalist
NP-18700,138,7,7903.1825,2,4,5,245,At Risk,At Risk Customer
NR-18550,210,5,2367.277,2,2,3,223,At Risk,Potential Loyalist
NS-18505,6,4,2575.863,5,2,3,523,Potential Loyalist,Potential Loyalist
NS-18640,174,13,2964.823,2,5,4,254,At Risk,At Risk Customer
NW-18400,172,7,7234.014,2,4,5,245,At Risk,At Risk Customer
NZ-18565,85,9,2488.31,3,5,3,353,Regular Customer,Loyal Customer
ON-18715,410,9,1567.52,1,5,2,152,At Risk,Potential Loyalist
OT-18730,65,5,3818.624,3,2,4,324,Regular Customer,Potential Loyalist
PA-19060,103,6,729.408,3,3,1,331,Regular Customer,Potential Loyalist
PB-18805,25,3,740.356,5,1,1,511,Potential Loyalist,New Customer
PB-19105,57,4,688.324,3,2,1,321,Regular Customer,Potential Loyalist
PB-19150,97,8,1456.95,3,4,2,342,Regular Customer,Potential Loyalist
PB-19210,688,2,132.738,1,1,1,111,At Risk,Lost Customer
PC-18745,2,4,1832.064,5,2,3,523,Potential Loyalist,Potential Loyalist
PC-19000,882,2,1061.488,1,1,2,112,At Risk,Lost Customer
PF-19120,835,4,9062.864,1,2,5,125,At Risk,Potential Loyalist
PF-19165,196,6,2770.0,2,3,4,234,At Risk,At Risk Customer
PF-19225,114,5,2206.1279999999997,2,2,3,223,At Risk,Potential Loyalist
PG-18820,36,13,3086.907,4,5,4,454,Potential Loyalist,High Value Customer
PG-18895,57,9,1987.164,3,5,3,353,Regular Customer,Loyal Customer
PH-18790,70,1,729.648,3,1,1,311,Regular Customer,Potential Loyalist
PJ-18835,39,8,1220.09,4,4,2,442,Potential Loyalist,Potential Loyalist
PJ-19015,134,7,1824.2340000000002,2,4,3,243,At Risk,At Risk Customer
PK-18910,483,2,1441.152,1,1,2,112,At Risk,Lost Customer
PK-19075,9,12,8646.934,5,5,5,555,High Value Customer,High Value Customer
PL-18925,15,5,239.481,5,2,1,521,Potential Loyalist,New Customer
PM-18940,386,3,1405.402,1,1,2,112,At Risk,Lost Customer
PM-19135,51,4,4115.662,4,2,4,424,Potential Loyalist,Potential Loyalist
PN-18775,30,8,1467.152,4,4,2,442,Potential Loyalist,Potential Loyalist
PO-18850,4,11,7473.8282,5,5,5,555,High Value Customer,High Value Customer
PO-18865,0,7,2493.214,5,4,3,543,Potential Loyalist,Loyal Customer
PO-19180,160,9,4893.043,2,5,5,255,At Risk,At Risk Customer
PO-19195,86,5,1056.858,3,2,2,322,Regular Customer,Potential Loyalist
PP-18955,97,10,7252.608,3,5,5,355,Regular Customer,Loyal Customer
PR-18880,36,5,1840.178,4,2,3,423,Potential Loyalist,Potential Loyalist
PS-18760,107,6,2181.479,2,3,3,233,At Risk,At Risk Customer
PS-18970,69,8,1278.639,3,4,2,342,Regular Customer,Potential Loyalist
PS-19045,236,7,6843.634,1,4,5,145,At Risk,At Risk Customer
PT-19090,71,4,160.572,3,2,1,321,Regular Customer,Potential Loyalist
PV-18985,89,5,2876.046,3,2,4,324,Regular Customer,Potential Loyalist
PW-19030,46,10,3454.916,4,5,4,454,Potential Loyalist,High Value Customer
PW-19240,464,7,3922.4150000000004,1,4,4,144,At Risk,At Risk Customer
QJ-19255,25,9,6108.338,5,5,5,555,High Value Customer,High Value Customer
RA-19285,5,9,2617.906,5,5,3,553,Potential Loyalist,Loyal Customer
RA-19885,43,7,3832.314,4,4,4,444,Potential Loyalist,High Value Customer
RA-19915,12,9,4793.543,5,5,5,555,High Value Customer,High Value Customer
RA-19945,61,5,1686.9225,3,2,2,322,Regular Customer,Potential Loyalist
RB-19330,68,2,1008.1959999999999,3,1,2,312,Regular Customer,Potential Loyalist
RB-19360,96,6,15117.339,3,3,5,335,Regular Customer,Loyal Customer
RB-19435,19,8,2663.0860000000002,5,4,3,543,Potential Loyalist,Loyal Customer
RB-19465,9,12,4715.466,5,5,5,555,High Value Customer,High Value Customer
RB-19570,25,5,528.546,5,2,1,521,Potential Loyalist,New Customer
RB-19645,648,5,221.084,1,2,1,121,At Risk,Lost Customer
RB-19705,54,4,2067.45,3,2,3,323,Regular Customer,Potential Loyalist
RB-19795,32,8,5633.316000000001,4,4,5,445,Potential Loyalist,High Value Customer
RC-19825,369,6,966.409,1,3,2,132,At Risk,Potential Loyalist
RC-19960,110,6,885.752,2,3,1,231,At Risk,Potential Loyalist
RD-19480,72,8,4272.93,3,4,4,344,Regular Customer,Loyal Customer
RD-19585,180,10,2912.8940000000002,2,5,4,254,At Risk,At Risk Customer
RD-19660,114,5,2786.632,2,2,4,224,At Risk,Potential Loyalist
RD-19720,21,10,1419.737,5,5,2,552,Potential Loyalist,Potential Loyalist
RD-19810,14,8,1137.616,5,4,2,542,Potential Loyalist,Potential Loyalist
RD-19900,114,9,3133.924,2,5,4,254,At Risk,At Risk Customer
RD-19930,42,4,970.9420000000001,4,2,2,422,Potential Loyalist,New Customer
RE-19405,1097,1,48.36,1,1,1,111,At Risk,Lost Customer
RE-19450,302,5,876.696,1,2,1,121,At Risk,Lost Customer
RF-19345,390,8,3309.15,1,4,4,144,At Risk,At Risk Customer
RF-19735,89,7,2341.2960000000003,3,4,3,343,Regular Customer,Loyal Customer
RF-19840,6,8,945.222,5,4,1,541,Potential Loyalist,Potential Loyalist
RH-19495,32,5,3621.3759999999997,4,2,4,424,Potential Loyalist,Potential Loyalist
RH-19510,467,6,6979.18,1,3,5,135,At Risk,At Risk Customer
RH-19555,519,2,740.382,1,1,1,111,At Risk,Lost Customer
RH-19600,534,3,2085.7400000000002,1,1,3,113,At Risk,Potential Loyalist
RK-19300,119,3,1460.192,2,1,2,212,At Risk,Lost Customer
RL-19615,121,8,6234.91,2,4,5,245,At Risk,At Risk Customer
RM-19375,345,6,1453.474,1,3,2,132,At Risk,Potential Loyalist
RM-19675,6,5,5979.0960000000005,5,2,5,525,Potential Loyalist,Potential Loyalist
RM-19750,299,1,98.35,1,1,1,111,At Risk,Lost Customer
RO-19780,35,7,3815.478,4,4,4,444,Potential Loyalist,High Value Customer
RP-19270,496,4,954.6452,1,2,1,121,At Risk,Lost Customer
RP-19390,33,12,5153.084,4,5,5,455,Potential Loyalist,High Value Customer
RP-19855,28,8,2170.716,4,4,3,443,Potential Loyalist,Loyal Customer
RR-19315,19,2,615.932,5,1,1,511,Potential Loyalist,New Customer
RR-19525,170,6,3302.2619999999997,2,3,4,234,At Risk,At Risk Customer
RS-19420,76,5,3221.29,3,2,4,324,Regular Customer,Potential Loyalist
RS-19765,36,8,4159.7699999999995,4,4,4,444,Potential Loyalist,High Value Customer
RS-19870,19,2,22.328,5,1,1,511,Potential Loyalist,New Customer
RW-19540,120,7,7397.401,2,4,5,245,At Risk,At Risk Customer
RW-19630,89,9,3279.746,3,5,4,354,Regular Customer,Loyal Customer
RW-19690,79,5,3495.646,3,2,4,324,Regular Customer,Potential Loyalist
SA-20830,63,10,4767.3415,3,5,5,355,Regular Customer,Loyal Customer
SB-20170,201,3,1348.02,2,1,2,212,At Risk,Lost Customer
SB-20185,188,6,6410.996,2,3,5,235,At Risk,At Risk Customer
SB-20290,47,7,8057.891,4,4,5,445,Potential Loyalist,High Value Customer
SC-20020,781,5,3362.9636,1,2,4,124,At Risk,Potential Loyalist
SC-20050,40,9,4624.572,4,5,5,455,Potential Loyalist,High Value Customer
SC-20095,349,9,14142.333999999999,1,5,5,155,At Risk,At Risk Customer
SC-20230,149,4,4371.9580000000005,2,2,5,225,At Risk,Potential Loyalist
SC-20260,187,8,3729.7929999999997,2,4,4,244,At Risk,At Risk Customer
SC-20305,29,7,3979.065,4,4,4,444,Potential Loyalist,High Value Customer
SC-20380,30,9,5992.536,4,5,5,455,Potential Loyalist,High Value Customer
SC-20440,36,7,1874.998,4,4,3,443,Potential Loyalist,Loyal Customer
SC-20575,92,5,902.7280000000001,3,2,1,321,Regular Customer,Potential Loyalist
SC-20680,126,6,1254.64,2,3,2,232,At Risk,Potential Loyalist
SC-20695,89,10,2576.408,3,5,3,353,Regular Customer,Loyal Customer
SC-20725,187,11,5226.21,2,5,5,255,At Risk,At Risk Customer
SC-20770,41,7,4492.657,4,4,5,445,Potential Loyalist,High Value Customer
SC-20800,30,4,279.25600000000003,4,2,1,421,Potential Loyalist,New Customer
SC-20845,131,2,280.632,2,1,1,211,At Risk,Lost Customer
SD-20485,200,9,6121.114,2,5,5,255,At Risk,At Risk Customer
SE-20110,9,11,12209.438000000002,5,5,5,555,High Value Customer,High Value Customer
SF-20065,59,7,763.5459999999999,3,4,1,341,Regular Customer,Potential Loyalist
SF-20200,59,9,3422.7859999999996,3,5,4,354,Regular Customer,Loyal Customer
SF-20965,48,9,3336.535,4,5,4,454,Potential Loyalist,High Value Customer
SG-20080,8,3,3406.5809999999997,5,1,4,514,Potential Loyalist,Potential Loyalist
SG-20470,183,8,1884.798,2,4,3,243,At Risk,At Risk Customer
SG-20605,108,6,3124.832,2,3,4,234,At Risk,At Risk Customer
SG-20890,226,3,47.946,1,1,1,111,At Risk,Lost Customer
SH-19975,29,13,3406.8395,4,5,4,454,Potential Loyalist,High Value Customer
SH-20395,23,10,2180.718,5,5,3,553,Potential Loyalist,Loyal Customer
SH-20635,765,2,2096.392,1,1,3,113,At Risk,Potential Loyalist
SJ-20125,95,12,3949.656,3,5,4,354,Regular Customer,Loyal Customer
SJ-20215,29,6,1341.036,4,3,2,432,Potential Loyalist,Potential Loyalist
SJ-20500,253,5,1318.776,1,2,2,122,At Risk,Lost Customer
SK-19990,8,3,883.409,5,1,1,511,Potential Loyalist,New Customer
SL-20155,70,7,3053.012,3,4,4,344,Regular Customer,Loyal Customer
SM-20005,421,4,244.49399999999997,1,2,1,121,At Risk,Lost Customer
SM-20320,79,5,25043.05,3,2,5,325,Regular Customer,Potential Loyalist
SM-20905,606,1,1043.041,1,1,2,112,At Risk,Lost Customer
SM-20950,25,12,5563.392,5,5,5,555,High Value Customer,High Value Customer
SN-20560,111,6,1860.418,2,3,3,233,At Risk,At Risk Customer
SN-20710,79,7,3127.9592,3,4,4,344,Regular Customer,Loyal Customer
SO-20335,29,6,2602.5755,4,3,3,433,Potential Loyalist,Loyal Customer
SP-20545,327,6,1306.086,1,3,2,132,At Risk,Potential Loyalist
SP-20620,47,9,5440.319,4,5,5,455,Potential Loyalist,High Value Customer
SP-20650,386,9,1872.4360000000001,1,5,3,153,At Risk,At Risk Customer
SP-20860,79,10,4282.94,3,5,5,355,Regular Customer,Loyal Customer
SP-20920,70,6,3990.689,3,3,4,334,Regular Customer,Loyal Customer
SR-20425,8,5,3233.481,5,2,4,524,Potential Loyalist,Potential Loyalist
SR-20740,196,8,4345.8859999999995,2,4,5,245,At Risk,At Risk Customer
SS-20140,15,8,1324.028,5,4,2,542,Potential Loyalist,Potential Loyalist
SS-20410,110,6,3056.8070000000002,2,3,4,234,At Risk,At Risk Customer
SS-20515,491,3,613.4,1,1,1,111,At Risk,Lost Customer
SS-20590,432,6,418.49,1,3,1,131,At Risk,Potential Loyalist
SS-20875,120,5,964.636,2,2,2,222,At Risk,Lost Customer
ST-20530,125,7,433.34000000000003,2,4,1,241,At Risk,Potential Loyalist
SU-20665,20,7,2595.364,5,4,3,543,Potential Loyalist,Loyal Customer
SV-20365,101,10,11470.949999999999,3,5,5,355,Regular Customer,Loyal Customer
SV-20785,320,9,4105.305,1,5,4,154,At Risk,At Risk Customer
SV-20815,76,4,1271.0900000000001,3,2,2,322,Regular Customer,Potential Loyalist
SV-20935,2,8,1903.491,5,4,3,543,Potential Loyalist,Loyal Customer
SW-20245,81,7,1085.078,3,4,2,342,Regular Customer,Potential Loyalist
